peak intensity (photon),x(nm),y(nm),z(nm),PSFSigmaX (nm),PSFSigmaY (nm),Total intensity(photon),background (photon),SNR,Localization precision X(nm),Localization precision Y(nm),frame
1.5981861877441406e+02,4.9962138671875000e+03,2.0701772460937500e+03,0.0000000000000000e+00,1.4348982238769531e+02,1.4348982238769531e+02,1.7791477050781250e+03,2.4162774658203125e+02,6.7683043479919434e+00,1.1404836654663086e+01,1.1404837608337402e+01,5.0000000000000000e+02
2.3665568542480469e+02,4.5865068359375000e+03,2.6804890136718750e+03,0.0000000000000000e+00,1.4416952514648438e+02,1.4416952514648438e+02,2.6595380859375000e+03,2.2203639221191406e+02,9.3761072158813477e+00,7.5974192619323730e+00,7.5974192619323730e+00,5.0100000000000000e+02
1.4943215942382813e+02,4.9691381835937500e+03,3.0674902343750000e+03,0.0000000000000000e+00,1.4617906188964844e+02,1.4617906188964844e+02,1.7264609375000000e+03,2.1361875915527344e+02,6.6546707153320313e+00,1.1369764328002930e+01,1.1369763374328613e+01,5.0200000000000000e+02
2.4375291442871094e+02,4.5750600585937500e+03,2.6841730957031250e+03,0.0000000000000000e+00,1.4452058410644531e+02,1.4452058410644531e+02,2.7526542968750000e+03,2.2568309020996094e+02,9.5461416244506836e+00,7.5021791458129883e+00,7.5021791458129883e+00,5.0200000000000000e+02
2.4000350952148438e+02,5.9730649414062500e+03,1.9502033691406250e+03,0.0000000000000000e+00,1.5003910827636719e+02,1.5003910827636719e+02,2.9212512207031250e+03,2.7009411621093750e+02,9.0168991088867188e+00,8.2099752426147461e+00,8.2099761962890625e+00,5.0200000000000000e+02
1.0686041259765625e+02,4.9499467773437500e+03,3.1100300292968750e+03,0.0000000000000000e+00,8.4498847961425781e+01,8.4498847961425781e+01,4.1253500366210938e+02,2.6115438842773438e+02,4.7266173362731934e+00,1.7665004730224609e+01,1.7665006637573242e+01,5.0300000000000000e+02
1.3650610351562500e+02,5.2024648437500000e+03,2.2800280761718750e+03,0.0000000000000000e+00,1.0732405090332031e+02,1.0732405090332031e+02,8.5013635253906250e+02,2.4877976989746094e+02,5.9010157585144043e+00,1.2796936035156250e+01,1.2796936035156250e+01,5.0300000000000000e+02
1.5040986633300781e+02,4.3035693359375000e+03,3.6533095703125000e+03,0.0000000000000000e+00,1.5317784118652344e+02,1.5317784118652344e+02,1.9081416015625000e+03,2.5720056152343750e+02,6.3214974403381348e+00,1.1589750289916992e+01,1.1589751243591309e+01,5.0400000000000000e+02
1.7563041687011719e+02,4.4810947265625000e+03,2.9703544921875000e+03,0.0000000000000000e+00,1.3359495544433594e+02,1.3359495544433594e+02,1.6948148193359375e+03,2.3483177185058594e+02,7.3557915687561044e+00,1.0089833259582520e+01,1.0089833259582520e+01,5.0500000000000000e+02
1.5645690917968750e+02,5.8561826171875000e+03,2.1104941406250000e+03,0.0000000000000000e+00,1.2649096679687500e+02,1.2649096679687500e+02,1.3534935302734375e+03,2.9004101562500000e+02,6.2827715873718262e+00,1.2858273506164551e+01,1.2858272552490234e+01,5.0500000000000000e+02
1.9037489318847656e+02,4.4989990234375000e+03,2.9640969238281250e+03,0.0000000000000000e+00,1.6005831909179688e+02,1.6005831909179688e+02,2.6369904785156250e+03,2.1494566345214844e+02,8.0237360000610352e+00,9.1461858749389648e+00,9.1461858749389648e+00,5.0600000000000000e+02
2.2946800231933594e+02,5.8645273437500000e+03,2.0673447265625000e+03,0.0000000000000000e+00,1.3304434204101563e+02,1.3304434204101563e+02,2.1961264648437500e+03,2.8337680053710938e+02,8.5979595184326172e+00,8.6563291549682617e+00,8.6563301086425781e+00,5.0600000000000000e+02
2.1899790954589844e+02,5.0403940429687500e+03,4.2715830078125000e+03,0.0000000000000000e+00,1.2427770996093750e+02,1.2427770996093750e+02,1.8288110351562500e+03,2.9856274414062500e+02,8.1681852340698242e+00,9.2363243103027344e+00,9.2363262176513672e+00,5.0600000000000000e+02
1.6071369934082031e+02,4.4967763671875000e+03,3.0017480468750000e+03,0.0000000000000000e+00,1.1381149291992188e+02,1.1381149291992188e+02,1.1255571289062500e+03,2.4264941406250000e+02,6.7900199890136719e+00,1.0911194801330566e+01,1.0911194801330566e+01,5.0700000000000000e+02
1.8550717163085938e+02,5.3821000976562500e+03,2.0230306396484375e+03,0.0000000000000000e+00,1.3986909484863281e+02,1.3986909484863281e+02,1.9622149658203125e+03,2.7732653808593750e+02,7.3166861534118652e+00,1.0088406562805176e+01,1.0088406562805176e+01,5.0700000000000000e+02
1.3735317993164063e+02,5.8603837890625000e+03,2.0472534179687500e+03,0.0000000000000000e+00,1.4936683654785156e+02,1.4936683654785156e+02,1.6568740234375000e+03,2.5818695068359375e+02,5.8601632118225098e+00,1.3046765327453613e+01,1.3046765327453613e+01,5.0700000000000000e+02
1.4474005126953125e+02,4.4743613281250000e+03,2.9850419921875000e+03,0.0000000000000000e+00,1.3069674682617188e+02,1.3069674682617188e+02,1.3367821044921875e+03,2.3022938537597656e+02,6.3424496650695801e+00,1.1836583137512207e+01,1.1836584091186523e+01,5.0800000000000000e+02
1.5112840270996094e+02,5.5277158203125000e+03,1.8378803710937500e+03,0.0000000000000000e+00,1.5670895385742188e+02,1.5670895385742188e+02,2.0066707763671875e+03,2.4842829895019531e+02,6.4153914451599121e+00,1.1849550247192383e+01,1.1849551200866699e+01,5.0900000000000000e+02
2.1018460083007813e+02,4.4951757812500000e+03,2.9640258789062500e+03,0.0000000000000000e+00,1.5412751770019531e+02,1.5412751770019531e+02,2.6996264648437500e+03,2.0870732116699219e+02,8.7139720916748047e+00,8.1751480102539063e+00,8.1751489639282227e+00,5.1000000000000000e+02
2.1443357849121094e+02,4.1259897460937500e+03,3.7861027832031250e+03,0.0000000000000000e+00,1.5322431945800781e+02,1.5322431945800781e+02,2.7220153808593750e+03,2.7583679199218750e+02,8.2175283432006836e+00,9.1786804199218750e+00,9.1786794662475586e+00,5.1100000000000000e+02
2.8973641967773438e+02,3.9935622558593750e+03,3.1807275390625000e+03,0.0000000000000000e+00,1.1012841796875000e+02,1.1012841796875000e+02,1.8999591064453125e+03,3.3069787597656250e+02,9.8700971603393555e+00,7.3735489845275879e+00,7.3735489845275879e+00,5.1100000000000000e+02
1.6349116516113281e+02,3.9568630371093750e+03,3.0753320312500000e+03,0.0000000000000000e+00,1.3533911132812500e+02,1.3533911132812500e+02,1.6191357421875000e+03,2.9303347778320313e+02,6.4927458763122559e+00,1.2081486701965332e+01,1.2081484794616699e+01,5.1200000000000000e+02
1.7778288269042969e+02,4.1532114257812500e+03,3.8519177246093750e+03,0.0000000000000000e+00,1.4753236389160156e+02,1.4753236389160156e+02,2.0922182617187500e+03,2.7481454467773438e+02,7.0908799171447754e+00,1.0477345466613770e+01,1.0477345466613770e+01,5.1200000000000000e+02
1.3891300964355469e+02,3.9243217773437500e+03,3.0289685058593750e+03,0.0000000000000000e+00,1.4715184020996094e+02,1.4715184020996094e+02,1.6263599853515625e+03,2.4287521362304688e+02,6.0325078964233398e+00,1.2473014831542969e+01,1.2473014831542969e+01,5.1300000000000000e+02
2.6975500488281250e+02,4.1488637695312500e+03,3.7563786621093750e+03,0.0000000000000000e+00,1.2504216003417969e+02,1.2504216003417969e+02,2.2804726562500000e+03,2.7408813476562500e+02,9.8151950836181641e+00,7.4129271507263184e+00,7.4129271507263184e+00,5.1300000000000000e+02
2.2107875061035156e+02,4.1327451171875000e+03,3.8347045898437500e+03,0.0000000000000000e+00,1.5549385070800781e+02,1.5549385070800781e+02,2.8901196289062500e+03,2.6344595336914063e+02,8.5222692489624023e+00,8.6117486953735352e+00,8.6117486953735352e+00,5.1400000000000000e+02
1.8723716735839844e+02,5.4771591796875000e+03,1.9655748291015625e+03,0.0000000000000000e+00,1.4246206665039063e+02,1.4246206665039063e+02,2.0546267089843750e+03,2.7230435180664063e+02,7.4113268852233887e+00,1.0325819015502930e+01,1.0325819015502930e+01,5.1400000000000000e+02
1.2962324523925781e+02,4.9611352539062500e+03,2.0637421875000000e+03,0.0000000000000000e+00,1.2189785003662109e+02,1.2189785003662109e+02,1.0413995361328125e+03,2.6194964599609375e+02,5.5583109855651864e+00,1.3778271675109863e+01,1.3778269767761230e+01,5.1400000000000000e+02
1.3267816162109375e+02,5.9645698242187500e+03,4.0794914550781250e+03,0.0000000000000000e+00,1.4075009155273438e+02,1.4075009155273438e+02,1.4211477050781250e+03,2.2270214843750000e+02,5.9719891548156738e+00,1.2761006355285645e+01,1.2761003494262695e+01,5.1500000000000000e+02
2.0100086975097656e+02,4.1225415039062500e+03,3.7775375976562500e+03,0.0000000000000000e+00,1.2229822540283203e+02,1.2229822540283203e+02,1.6254764404296875e+03,2.5422703552246094e+02,7.9937353134155273e+00,9.2464132308959961e+00,9.2464132308959961e+00,5.1500000000000000e+02
1.4039704895019531e+02,4.9890996093750000e+03,2.0724631347656250e+03,0.0000000000000000e+00,1.5463830566406250e+02,1.5463830566406250e+02,1.8152418212890625e+03,2.5543818664550781e+02,5.9877958297729492e+00,1.2387380599975586e+01,1.2387380599975586e+01,5.1500000000000000e+02
2.2311593627929688e+02,4.1175092773437500e+03,3.7714016113281250e+03,0.0000000000000000e+00,1.2648752593994141e+02,1.2648752593994141e+02,1.9300491943359375e+03,2.5854153442382813e+02,8.6263618469238281e+00,8.4604177474975586e+00,8.4604167938232422e+00,5.1600000000000000e+02
1.5427363586425781e+02,5.8778276367187500e+03,3.0024609375000000e+03,0.0000000000000000e+00,1.3341970825195313e+02,1.3341970825195313e+02,1.4848206787109375e+03,2.7511074829101563e+02,6.3173484802246094e+00,1.1995827674865723e+01,1.1995828628540039e+01,5.1700000000000000e+02
2.4044885253906250e+02,4.1494560546875000e+03,3.7748977050781250e+03,0.0000000000000000e+00,1.4276791381835938e+02,1.4276791381835938e+02,2.6498806152343750e+03,2.4636286926269531e+02,9.2471618652343750e+00,7.7500300407409668e+00,7.7500305175781250e+00,5.1800000000000000e+02
1.6602595520019531e+02,3.9948574218750000e+03,3.1625085449218750e+03,0.0000000000000000e+00,1.4807420349121094e+02,1.4807420349121094e+02,1.9682360839843750e+03,2.3593846130371094e+02,7.0266523361206046e+00,1.0653289794921875e+01,1.0653289794921875e+01,5.1900000000000000e+02
1.6217401123046875e+02,4.1197905273437500e+03,3.7523327636718750e+03,0.0000000000000000e+00,1.1000678253173828e+02,1.1000678253173828e+02,1.0611152343750000e+03,2.5717544555664063e+02,6.7198481559753418e+00,1.0923887252807617e+01,1.0923887252807617e+01,5.1900000000000000e+02
1.7655191040039063e+02,3.9629145507812500e+03,3.1755522460937500e+03,0.0000000000000000e+00,9.3927238464355469e+01,9.3927238464355469e+01,8.4216638183593750e+02,2.6234790039062500e+02,7.1508221626281738e+00,1.0876842498779297e+01,1.0876842498779297e+01,5.2000000000000000e+02
2.0040705871582031e+02,3.9951416015625000e+03,3.1274619140625000e+03,0.0000000000000000e+00,1.2118553161621094e+02,1.2118553161621094e+02,1.5913178710937500e+03,2.3641931152343750e+02,8.1362609863281250e+00,9.0428171157836914e+00,9.0428190231323242e+00,5.2000000000000000e+02
1.9595964050292969e+02,4.1590854492187500e+03,3.7964252929687500e+03,0.0000000000000000e+00,1.5580520629882813e+02,1.5580520629882813e+02,2.5720114746093750e+03,2.5049746704101563e+02,7.8694248199462891e+00,9.5443077087402344e+00,9.5443077087402344e+00,5.2000000000000000e+02
2.0220851135253906e+02,3.6588669433593750e+03,3.4077358398437500e+03,0.0000000000000000e+00,1.4905728149414063e+02,1.4905728149414063e+02,2.4291157226562500e+03,2.3312515258789063e+02,8.2234601974487305e+00,8.9536552429199219e+00,8.9536561965942383e+00,5.2100000000000000e+02
2.2489686584472656e+02,4.1198066406250000e+03,3.7732746582031250e+03,0.0000000000000000e+00,1.2665588378906250e+02,1.2665588378906250e+02,1.9506374511718750e+03,2.6904016113281250e+02,8.5864543914794922e+00,8.6572380065917969e+00,8.6572370529174805e+00,5.2100000000000000e+02
1.4571582031250000e+02,5.0049731445312500e+03,3.0790385742187500e+03,0.0000000000000000e+00,1.1827278900146484e+02,1.1827278900146484e+02,1.1020943603515625e+03,2.3351812744140625e+02,6.3492050170898438e+00,1.2455636978149414e+01,1.2455636978149414e+01,5.2200000000000000e+02
2.0152226257324219e+02,4.1370136718750000e+03,3.8118339843750000e+03,0.0000000000000000e+00,1.5364582824707031e+02,1.5364582824707031e+02,2.5722131347656250e+03,2.3286271667480469e+02,8.2044963836669922e+00,9.0219783782958984e+00,9.0219774246215820e+00,5.2200000000000000e+02
2.3664814758300781e+02,4.1074594726562500e+03,3.7551669921875000e+03,0.0000000000000000e+00,1.3445738220214844e+02,1.3445738220214844e+02,2.3132082519531250e+03,2.1517843627929688e+02,9.4467725753784180e+00,7.5768294334411621e+00,7.5768294334411621e+00,5.2300000000000000e+02
1.1129439544677734e+02,6.1707202148437500e+03,2.0236555175781250e+03,0.0000000000000000e+00,1.5409159851074219e+02,1.5409159851074219e+02,1.4288072509765625e+03,2.4728031921386719e+02,4.9871187210083008e+00,1.5980217933654785e+01,1.5980217933654785e+01,5.2300000000000000e+02
1.6569741821289063e+02,6.1779326171875000e+03,2.0317084960937500e+03,0.0000000000000000e+00,1.2986805725097656e+02,1.2986805725097656e+02,1.5109943847656250e+03,2.5437014770507813e+02,6.8599729537963867e+00,1.1270643234252930e+01,1.1270644187927246e+01,5.2400000000000000e+02
1.4883412170410156e+02,5.1741835937500000e+03,2.1407158203125000e+03,0.0000000000000000e+00,1.5455302429199219e+02,1.5455302429199219e+02,1.9222059326171875e+03,2.8042074584960938e+02,6.0955252647399902e+00,1.2405801773071289e+01,1.2405800819396973e+01,5.2400000000000000e+02
2.7816015625000000e+02,4.1140024414062500e+03,3.7681411132812500e+03,0.0000000000000000e+00,1.3380862426757813e+02,1.3380862426757813e+02,2.6928085937500000e+03,2.5982528686523438e+02,1.0175971984863281e+01,7.0313344001770020e+00,7.0313344001770020e+00,5.2500000000000000e+02
1.4790760803222656e+02,4.5866093750000000e+03,2.1098400878906250e+03,0.0000000000000000e+00,8.1366897583007813e+01,8.1366897583007813e+01,5.2945422363281250e+02,2.7937564086914063e+02,6.0715394020080566e+00,1.2975212097167969e+01,1.2975211143493652e+01,5.2600000000000000e+02
1.2236857604980469e+02,4.4358725585937500e+03,3.4481022949218750e+03,0.0000000000000000e+00,1.2779238128662109e+02,1.2779238128662109e+02,1.0804935302734375e+03,2.1240492248535156e+02,5.6749320030212402e+00,1.3181753158569336e+01,1.3181755065917969e+01,5.2700000000000000e+02
1.7425155639648438e+02,5.9742265625000000e+03,3.2793950195312500e+03,0.0000000000000000e+00,1.3395552062988281e+02,1.3395552062988281e+02,1.6905976562500000e+03,2.3425888061523438e+02,7.3154544830322266e+00,1.0159370422363281e+01,1.0159371376037598e+01,5.2700000000000000e+02
1.7286668395996094e+02,5.9444951171875000e+03,3.3401896972656250e+03,0.0000000000000000e+00,1.2387036895751953e+02,1.2387036895751953e+02,1.4341301269531250e+03,2.4596592712402344e+02,7.1673283576965332e+00,1.0660162925720215e+01,1.0660162925720215e+01,5.2800000000000000e+02
1.1419066619873047e+02,5.1118872070312500e+03,4.2651914062500000e+03,0.0000000000000000e+00,1.4996951293945313e+02,1.4996951293945313e+02,1.3886058349609375e+03,2.1626550292968750e+02,5.3301563262939453e+00,1.5671151161193848e+01,1.5671151161193848e+01,5.2800000000000000e+02
1.2654071044921875e+02,6.3086767578125000e+03,3.5559541015625000e+03,0.0000000000000000e+00,1.3936662292480469e+02,1.3936662292480469e+02,1.3288936767578125e+03,2.3275399780273438e+02,5.6646242141723633e+00,1.3653711318969727e+01,1.3653709411621094e+01,5.2900000000000000e+02
1.3490197753906250e+02,4.0944487304687500e+03,2.1069731445312500e+03,0.0000000000000000e+00,1.2508915710449219e+02,1.2508915710449219e+02,1.1413005371093750e+03,2.6476425170898438e+02,5.7257957458496094e+00,1.3252781867980957e+01,1.3252781867980957e+01,5.3000000000000000e+02
1.9886672973632813e+02,4.9597583007812500e+03,2.2890629882812500e+03,0.0000000000000000e+00,1.4158447265625000e+02,1.4158447265625000e+02,2.1554389648437500e+03,2.4894972229003906e+02,7.9740390777587891e+00,9.3019046783447266e+00,9.3019037246704102e+00,5.3100000000000000e+02
1.2133054351806641e+02,6.0649057617187500e+03,3.6259765625000000e+03,0.0000000000000000e+00,1.2887115478515625e+02,1.2887115478515625e+02,1.0894919433593750e+03,2.4410325622558594e+02,5.3855743408203134e+00,1.4361650466918945e+01,1.4361650466918945e+01,5.3100000000000000e+02
1.4255267333984375e+02,4.2866074218750000e+03,3.7832023925781250e+03,0.0000000000000000e+00,1.2651042938232422e+02,1.2651042938232422e+02,1.2335887451171875e+03,2.4849185180664063e+02,6.1168599128723136e+00,1.2792942047119141e+01,1.2792940139770508e+01,5.3100000000000000e+02
1.2794268798828125e+02,3.9982661132812500e+03,3.2357929687500000e+03,0.0000000000000000e+00,1.2141805267333984e+02,1.2141805267333984e+02,1.0198220214843750e+03,2.4134841918945313e+02,5.6493349075317383e+00,1.3989953041076660e+01,1.3989953041076660e+01,5.3300000000000000e+02
2.0631452941894531e+02,5.0055815429687500e+03,2.3310595703125000e+03,0.0000000000000000e+00,1.5877645874023438e+02,1.5877645874023438e+02,2.8121884765625000e+03,2.3024627685546875e+02,8.3786439895629883e+00,8.7506189346313477e+00,8.7506189346313477e+00,5.3300000000000000e+02
1.3746862792968750e+02,4.9500644531250000e+03,2.0838146972656250e+03,0.0000000000000000e+00,1.1537557220458984e+02,1.1537557220458984e+02,9.8940423583984375e+02,2.5895504760742188e+02,5.8585491180419922e+00,1.2990040779113770e+01,1.2990042686462402e+01,5.3400000000000000e+02
1.3764208984375000e+02,6.3352060546875000e+03,3.5637092285156250e+03,0.0000000000000000e+00,1.5105995178222656e+02,1.5105995178222656e+02,1.6982137451171875e+03,2.2448275756835938e+02,6.1374549865722656e+00,1.2244818687438965e+01,1.2244817733764648e+01,5.3400000000000000e+02
1.2453225708007813e+02,4.0614448242187500e+03,3.2187939453125000e+03,0.0000000000000000e+00,1.0666379547119141e+02,1.0666379547119141e+02,7.6605212402343750e+02,2.3177787780761719e+02,5.5980148315429688e+00,1.3983321189880371e+01,1.3983321189880371e+01,5.3400000000000000e+02
1.2878794860839844e+02,6.2455610351562500e+03,3.4883759765625000e+03,0.0000000000000000e+00,1.3966108703613281e+02,1.3966108703613281e+02,1.3582148437500000e+03,2.3892886352539063e+02,5.6988172531127930e+00,1.3464286804199219e+01,1.3464287757873535e+01,5.3500000000000000e+02
1.6923211669921875e+02,4.1901499023437500e+03,3.6218527832031250e+03,0.0000000000000000e+00,1.3824906921386719e+02,1.3824906921386719e+02,1.7488381347656250e+03,2.3099671936035156e+02,7.1778583526611328e+00,1.0589068412780762e+01,1.0589070320129395e+01,5.3500000000000000e+02
1.2781264495849609e+02,4.3636567382812500e+03,3.9072250976562500e+03,0.0000000000000000e+00,1.5267576599121094e+02,1.5267576599121094e+02,1.6108549804687500e+03,2.3571089172363281e+02,5.6881861686706543e+00,1.3750344276428223e+01,1.3750344276428223e+01,5.3700000000000000e+02
1.4531517028808594e+02,4.7359311523437500e+03,2.1709267578125000e+03,0.0000000000000000e+00,1.3036601257324219e+02,1.3036601257324219e+02,1.3353100585937500e+03,3.0259579467773438e+02,5.8261461257934570e+00,1.3640836715698242e+01,1.3640836715698242e+01,5.3800000000000000e+02
1.7382943725585938e+02,4.7592099609375000e+03,2.2369033203125000e+03,0.0000000000000000e+00,1.1533061218261719e+02,1.1533061218261719e+02,1.2501291503906250e+03,2.9437789916992188e+02,6.8166418075561523e+00,1.0956875801086426e+01,1.0956877708435059e+01,5.3800000000000000e+02
1.4821408081054688e+02,5.5294077148437500e+03,2.5450539550781250e+03,0.0000000000000000e+00,1.5682244873046875e+02,1.5682244873046875e+02,1.9708260498046875e+03,2.7227178955078125e+02,6.1330990791320801e+00,1.2001484870910645e+01,1.2001484870910645e+01,5.4100000000000000e+02
1.3895350646972656e+02,5.9899067382812500e+03,1.9223220214843750e+03,0.0000000000000000e+00,1.3694038391113281e+02,1.3694038391113281e+02,1.4088833007812500e+03,2.6292376708984375e+02,5.8815126419067383e+00,1.2629195213317871e+01,1.2629195213317871e+01,5.4100000000000000e+02
1.4188713073730469e+02,5.9316591796875000e+03,1.9641481933593750e+03,0.0000000000000000e+00,1.3092228698730469e+02,1.3092228698730469e+02,1.3149600830078125e+03,2.5986523437500000e+02,6.0066180229187012e+00,1.2309865951538086e+01,1.2309867858886719e+01,5.4200000000000000e+02
1.5960540771484375e+02,5.5579384765625000e+03,2.5332399902343750e+03,0.0000000000000000e+00,1.5186029052734375e+02,1.5186029052734375e+02,1.9901162109375000e+03,2.9273513793945313e+02,6.3676781654357910e+00,1.1989735603332520e+01,1.1989736557006836e+01,5.4200000000000000e+02
1.7977388000488281e+02,5.4851166992187500e+03,2.4922058105468750e+03,0.0000000000000000e+00,1.2604976654052734e+02,1.2604976654052734e+02,1.5443759765625000e+03,3.0558230590820313e+02,6.9240875244140634e+00,1.0804984092712402e+01,1.0804985046386719e+01,5.4300000000000000e+02
1.5855081176757813e+02,5.5124545898437500e+03,1.8315311279296875e+03,0.0000000000000000e+00,1.4227601623535156e+02,1.4227601623535156e+02,1.7352988281250000e+03,2.5195314025878906e+02,6.6401219367980957e+00,1.1233829498291016e+01,1.1233830451965332e+01,5.4700000000000000e+02
1.4201039123535156e+02,4.5966347656250000e+03,2.1128151855468750e+03,0.0000000000000000e+00,8.2398803710937500e+01,8.2398803710937500e+01,5.2132000732421875e+02,2.8064212036132813e+02,5.8613090515136719e+00,1.3795056343078613e+01,1.3795056343078613e+01,5.4700000000000000e+02
1.5661393737792969e+02,5.9015610351562500e+03,2.9646933593750000e+03,0.0000000000000000e+00,1.1396141052246094e+02,1.1396141052246094e+02,1.0997360839843750e+03,2.8322680664062500e+02,6.3364920616149902e+00,1.1805468559265137e+01,1.1805468559265137e+01,5.4900000000000000e+02
2.0103674316406250e+02,5.9008764648437500e+03,2.9966208496093750e+03,0.0000000000000000e+00,1.4835220336914063e+02,1.4835220336914063e+02,2.3922460937500000e+03,2.2029388427734375e+02,8.3105583190917969e+00,8.7957324981689453e+00,8.7957334518432617e+00,5.4900000000000000e+02
1.4700851440429688e+02,3.9525483398437500e+03,2.6902751464843750e+03,0.0000000000000000e+00,1.4619111633300781e+02,1.4619111633300781e+02,1.6987398681640625e+03,2.0634709167480469e+02,6.6359448432922363e+00,1.1644781112670898e+01,1.1644779205322266e+01,5.4900000000000000e+02
1.3670855712890625e+02,4.9240380859375000e+03,2.2932070312500000e+03,0.0000000000000000e+00,1.1706211853027344e+02,1.1706211853027344e+02,1.0129100341796875e+03,2.4496208190917969e+02,5.9376912117004386e+00,1.2436616897583008e+01,1.2436616897583008e+01,5.4900000000000000e+02
1.3613223266601563e+02,4.9354946289062500e+03,2.3701613769531250e+03,0.0000000000000000e+00,1.2042874908447266e+02,1.2042874908447266e+02,1.0674897460937500e+03,2.5022895812988281e+02,5.8766589164733887e+00,1.3659020423889160e+01,1.3659020423889160e+01,5.5000000000000000e+02
2.3431336975097656e+02,3.9891125488281250e+03,2.7187810058593750e+03,0.0000000000000000e+00,1.5243296813964844e+02,1.5243296813964844e+02,2.9437253417968750e+03,2.2993775939941406e+02,9.2275590896606445e+00,7.8905334472656250e+00,7.8905334472656250e+00,5.5000000000000000e+02
2.5556785583496094e+02,5.9020952148437500e+03,3.0035092773437500e+03,0.0000000000000000e+00,1.3136312866210938e+02,1.3136312866210938e+02,2.3844904785156250e+03,2.6178894042968750e+02,9.5340490341186523e+00,7.5516161918640137e+00,7.5516161918640137e+00,5.5000000000000000e+02
2.6656695556640625e+02,3.9733886718750000e+03,2.7092333984375000e+03,0.0000000000000000e+00,1.5634968566894531e+02,1.5634968566894531e+02,3.5232441406250000e+03,2.3728039550781250e+02,1.0076809883117676e+01,7.1150770187377930e+00,7.1150770187377930e+00,5.5100000000000000e+02
1.5114152526855469e+02,4.0076979980468750e+03,2.7461901855468750e+03,0.0000000000000000e+00,1.2957106018066406e+02,1.2957106018066406e+02,1.3719624023437500e+03,2.6895565795898438e+02,6.2571301460266113e+00,1.2362040519714355e+01,1.2362041473388672e+01,5.5300000000000000e+02
1.4071110534667969e+02,5.6375810546875000e+03,2.5048278808593750e+03,0.0000000000000000e+00,1.5880674743652344e+02,1.5880674743652344e+02,1.9187071533203125e+03,2.4179156494140625e+02,6.1048831939697266e+00,1.2633174896240234e+01,1.2633173942565918e+01,5.5300000000000000e+02
1.3404200744628906e+02,4.1490869140625000e+03,2.0692753906250000e+03,0.0000000000000000e+00,8.2778472900390625e+01,8.2778472900390625e+01,4.9661309814453125e+02,2.7057528686523438e+02,5.6543798446655273e+00,1.3708447456359863e+01,1.3708449363708496e+01,5.5300000000000000e+02
1.3981274414062500e+02,4.1762353515625000e+03,3.0550654296875000e+03,0.0000000000000000e+00,1.4952023315429688e+02,1.4952023315429688e+02,1.6900091552734375e+03,2.5032232666015625e+02,6.0062794685363770e+00,1.2157518386840820e+01,1.2157519340515137e+01,5.5400000000000000e+02
1.4527259826660156e+02,3.7645112304687500e+03,2.8560358886718750e+03,0.0000000000000000e+00,1.3622912597656250e+02,1.3622912597656250e+02,1.4576927490234375e+03,2.7400485229492188e+02,6.0200371742248544e+00,1.2941359519958496e+01,1.2941360473632813e+01,5.5400000000000000e+02
1.3552911376953125e+02,5.2470917968750000e+03,2.2402583007812500e+03,0.0000000000000000e+00,1.4972181701660156e+02,1.4972181701660156e+02,1.6426505126953125e+03,2.6911804199218750e+02,5.7169003486633301e+00,1.3521665573120117e+01,1.3521665573120117e+01,5.5500000000000000e+02
1.5590293884277344e+02,4.1653017578125000e+03,3.0796857910156250e+03,0.0000000000000000e+00,1.0897782135009766e+02,1.0897782135009766e+02,1.0010895996093750e+03,2.6628176879882813e+02,6.4382719993591309e+00,1.2317291259765625e+01,1.2317290306091309e+01,5.5500000000000000e+02
3.0559875488281250e+02,5.2510737304687500e+03,2.1370009765625000e+03,0.0000000000000000e+00,1.4442440795898438e+02,1.4442440795898438e+02,3.4464753417968750e+03,2.8114797973632813e+02,1.0705143928527832e+01,6.6761956214904794e+00,6.6761951446533203e+00,5.5600000000000000e+02
1.9697784423828125e+02,6.0567841796875000e+03,3.9940708007812500e+03,0.0000000000000000e+00,1.5900350952148438e+02,1.5900350952148438e+02,2.6926086425781250e+03,2.3708206176757813e+02,8.0224828720092773e+00,9.0927333831787109e+00,9.0927305221557617e+00,5.5600000000000000e+02
2.2807536315917969e+02,6.0916230468750000e+03,4.0152043457031250e+03,0.0000000000000000e+00,1.0034478759765625e+02,1.0034478759765625e+02,1.2416821289062500e+03,2.4988554382324219e+02,8.8521442413330078e+00,8.1411695480346680e+00,8.1411695480346680e+00,5.5600000000000000e+02
2.0962669372558594e+02,5.2082749023437500e+03,2.7436323242187500e+03,0.0000000000000000e+00,1.5407411193847656e+02,1.5407411193847656e+02,2.6905952148437500e+03,2.6433062744140625e+02,8.1703977584838867e+00,9.0775260925292969e+00,9.0775270462036133e+00,5.5700000000000000e+02
1.4848030090332031e+02,4.5046235351562500e+03,2.9605639648437500e+03,0.0000000000000000e+00,1.1949645233154297e+02,1.1949645233154297e+02,1.1463605957031250e+03,2.2758836364746094e+02,6.4968299865722656e+00,1.1754614830017090e+01,1.1754615783691406e+01,5.5900000000000000e+02
1.6633242797851563e+02,4.1016904296875000e+03,3.1625964355468750e+03,0.0000000000000000e+00,9.7973114013671875e+01,9.7973114013671875e+01,8.6324310302734375e+02,2.7302856445312500e+02,6.7333688735961914e+00,1.1575100898742676e+01,1.1575100898742676e+01,5.6000000000000000e+02
